"page","diagram_number","players","year","solution_move","solution_move_with_notation","solution_full_move","solution_full_text","solution_turn","fen","api_turn","image_path","image_page","header_page","solution_page"
"77","70","Botvinnik - Tal","1961","Ne6","Ne6","13... Ne6","13...Ne6 Putting the knight on its best square. The sacrifice 14...Nhf4 is in the air. 13...a5?! 14.Qd6² favours White. 13...Re8!? is a good alternative. Black begins to redirect the bishop towards c5, and if 14.Qd6 Bf8= Black is fine. Botvinnik should probably have played 14.g3 when Black has some dynamic potential, but nothing more. The game went 14.Qe1 and Black was comfortable. 14.Qd6?! Qf6!³ shows another advantage of Black’s 13th move.","black","","","data_output/extracted_images/diagram_066_page_77.png","77","77","78"
"78","71","Petrosian - Botvinnik","1963","b6","b6!","18. b6!","18.b6! The standard way of opening lines on the queenside. Black can’t avoid exchanging two pawns. By the way, the same move normally gives a huge initiative even with the a-pawn still on a4. 18...axb6 18...cxb6 is met by 19.axb6, as 19.cxb6 a6 unnecessarily gives Black some time before White breaks through. 19.axb6 cxb6 White has succeeded in undermining Black’s central pawn chain, and there are many good ways to proceed. 20.Nxb6 20.cxd6 Bf8 is good for White, but the game continuation is better. 20...Rb8 21.Nb5 Bf8 22.Na7 Smyslov held on to his advantage until (according to the database) a draw was surprisingly agreed on move 28. Better is 22.Qc2 to bring the rook from f1 to the queenside.","white","","","data_output/extracted_images/diagram_067_page_79.png","79","78","79"
"78","72","Smyslov - Ciocaltea","1963","b6","b6!","18. b6!","18.b6! The standard way of opening lines on the queenside. Black can’t avoid exchanging two pawns. By the way, the same move normally gives a huge initiative even with the a-pawn still on a4. 18...axb6 18...cxb6 is met by 19.axb6, as 19.cxb6 a6 unnecessarily gives Black some time before White breaks through. 19.axb6 cxb6 White has succeeded in undermining Black’s central pawn chain, and there are many good ways to proceed. 20.Nxb6 20.cxd6 Bf8 is good for White, but the game continuation is better. 20...Rb8 21.Nb5 Bf8 22.Na7 Smyslov held on to his advantage until (according to the database) a draw was surprisingly agreed on move 28. Better is 22.Qc2 to bring the rook from f1 to the queenside.","white","","","data_output/extracted_images/diagram_068_page_79.png","79","78","79"
"79","73","Petrosian - Olafsson","1963","c5","c5!","8. c5!","8.c5! A strong move with Black’s knight on c6. The reason is that the consistent follow-up b2-b4 also prepares to attack the knight. 8...b6?! is a typical retort but it doesn’t work here due to: 9.Bb5² Threatening the misplaced knight on c6. 9.b4 is also possible, and if 9...a5? 10.b5+- White once again exploits the misplaced knight.","white","","","data_output/extracted_images/diagram_069_page_80.png","80","79","80"
"80","74","Petrosian - Dreyer","1964","d5","d5!","9. d5!","9.d5! It is important to play this advance before Black gets time for ...e7-e5 or ...d6-d5. (White should play the same move even if the pawn was defended by a bishop on e3.) 9.Nf3 Bg4f; 9.Be3 e5„ 9...Ne5 10.Be2 Capturing on c4 runs into an embarrassing check. (I have tried!) Starting with 10.b3 is also fine. 10...0-0 11.b3+/-","white","","","data_output/extracted_images/diagram_070_page_80.png","80","80","81"
"81","75","Smyslov - Carrean","1964","exd5","exd5+/-","19. exd5+/-","19.exd5+/- By not opening the c-file, White keeps all the heavy pieces on the board and can successfully attack Black’s king. Moves like Rc3, Qd2 and Rh3 are likely to be on the agenda.","white","","","data_output/extracted_images/diagram_071_page_81.png","81","81","81"
"81","76","Karpov - Ravinsky","1966","Nh5","Nh5!","12... Nh5!","12...Nh5!³ Heading for f4, a strong square as White has fianchettoed the dark-squared bishop. The ...f7-f5 advance is also in the air.","black","","","data_output/extracted_images/diagram_072_page_82.png","82","81","82"
"82","77","Larsen - Petrosian","1966","f5","f5!","16. f5!","16.f5!‚ Preparing a kingside attack with moves like Bh6, fxg6, Rf3 and Qf4. The weak e5-square is less important, since Black’s knight is several moves away from reaching it. 16.b4 Nxd5 17.exd5","white","","","data_output/extracted_images/diagram_073_page_82.png","82","82","82"
"83","78","Petrosian - Jimenez Zerquera","1966","d5","d5!","7. d5!","7.d5!+/- Advancing the d-pawn to the fifth rank with gain of tempo is usually a good idea. Matters after e4-e5 (when it is possible) are more double-edged, as the e-pawn typically has less support.","white","","","data_output/extracted_images/diagram_074_page_83.png","83","83","83"
"83","79","Karpov - Lilein","1967","Nh7","Nh7!","15... Nh7!","15...Nh7! Stopping g4-g5 while threatening the h-pawn. It takes a while for White to get a rook to the g-file, and Black always has ...Qd8 if necessary. 16.Bf2 16.Qe1 Rfc8 17.Qg3 Qd8!µ brings an end to White’s ambitions. 16...Rfc8³","black","","","data_output/extracted_images/diagram_075_page_83.png","83","83","84"
"84","80","Petrosian - Estrin","1968","b5","b5!","11... b5!","11...b5!„ Taking space on the queenside is often possible when White has fianchettoed the light- squared bishop, which no longer points towards b5. 11...Nc5 12.Nd2 Bd7 13.Nc4 Qa6 14.Na3² would maintain an edge for White.","black","","","data_output/extracted_images/diagram_076_page_85.png","85","84","85"
"84","81","Buslaev - Smyslov","1968","b5","b5!","11... b5!","11...b5!„ Taking space on the queenside is often possible when White has fianchettoed the light- squared bishop, which no longer points towards b5. 11...Nc5 12.Nd2 Bd7 13.Nc4 Qa6 14.Na3² would maintain an edge for White.","black","","","data_output/extracted_images/diagram_077_page_85.png","85","84","85"
"85","82","Mecking - Spassky","1969","d4","d4!","18... d4!","18...d4! Exchanging the isolated pawn. 19.Qxe6 Rxe6 20.exd4 Rxd4= 20...Nxd4 looks more natural,","black","","","data_output/extracted_images/diagram_078_page_85.png","85","85","85"
"86","83","Smyslov - Hort","1969","Bxc3","Bxc3","8. Bxc3","8.Bxc3 8.bxc3?! c5 leads to a situation where the Bd2 and Rc1 moves make little sense. 8...c5 One of the points behind White’s set-up is that 9.dxc5 can be played without conceding an isolated pawn on c3. Another option is 9.d5!? Bxc3+ 10.Rxc3 with a semi-active rook. In both cases, White has some chances for an opening advantage, but Black should be okay after accurate play.","white","","","data_output/extracted_images/diagram_079_page_86.png","86","86","86"
"86","84","Spassky - Petrosian","1969","Ncd5","Ncd5!","17. Ncd5!","17.Ncd5! White should not allow Black to exchange the light-squared bishops “for free”. 17...Nbxd5 17...Nfxd5 is worse, since it exchanges the king’s best defender: the bishop on g7. 18.cxd5 Bxb2 19.Qxb2 Bb5+/- The pawn on d5 makes it difficult for Black to manoeuvre the minor pieces to the kingside. White will build up an attack with f2-f4 and/or h3-h4. 18.cxd5 Bb5² Just like in the note above, White will play on the kingside. It’s not as easy with the knight on f6 and bishop on g7, so White can only claim a slight advantage.","white","","","data_output/extracted_images/diagram_080_page_88.png","88","86","88"
"87","85","Karpov - Rashkovsky","1970","Ncd5","Ncd5!","17. Ncd5!","17.Ncd5! White should not allow Black to exchange the light-squared bishops “for free”. 17...Nbxd5 17...Nfxd5 is worse, since it exchanges the king’s best defender: the bishop on g7. 18.cxd5 Bxb2 19.Qxb2 Bb5+/- The pawn on d5 makes it difficult for Black to manoeuvre the minor pieces to the kingside. White will build up an attack with f2-f4 and/or h3-h4. 18.cxd5 Bb5² Just like in the note above, White will play on the kingside. It’s not as easy with the knight on f6 and bishop on g7, so White can only claim a slight advantage.","white","","","data_output/extracted_images/diagram_081_page_88.png","88","87","88"
"88","86","Hort - Petrosian","1970","b6","b6!","11... b6!","11...b6! Preparing to exchange the bad bishop with ...Ba6. No more moves are needed! By the way, some test solvers queried this exercise on the basis that Black stands clearly worse even after the solution. Statistics reveal a 57% score for White from over 600 games, and the engine likes White. However, I think it’s important to be able to play good moves even if the position is dubious.","black","","","data_output/extracted_images/diagram_082_page_88.png","88","88","89"
"89","87","Tal - Kolarov","1970","e4","e4!","14. e4!","14.e4! This is a standard pawn lever in this structure with Black’s bishop hidden behind the c6-pawn, and it becomes even more effective when Rd1-e1 harasses the black queen. That’s all you would need to know to play the move. Stockfish’s evaluation of +1.5 merely confirms what we can already see from looking at the board. 14.Qa4?! was played. 14...dxe4 15.Nxe4 h6 15...Nef6? runs into 16.Neg5!+- when Black has no good defence against Re1 followed by Nxf7+. 16.Re1 Black’s queen needs to retreat, and White clearly has a strong initiative.","white","","","data_output/extracted_images/diagram_083_page_90.png","90","89","90"
"89","88","Korchnoi - Petrosian","1971","e4","e4!","14. e4!","14.e4! This is a standard pawn lever in this structure with Black’s bishop hidden behind the c6-pawn, and it becomes even more effective when Rd1-e1 harasses the black queen. That’s all you would need to know to play the move. Stockfish’s evaluation of +1.5 merely confirms what we can already see from looking at the board. 14.Qa4?! was played. 14...dxe4 15.Nxe4 h6 15...Nef6? runs into 16.Neg5!+- when Black has no good defence against Re1 followed by Nxf7+. 16.Re1 Black’s queen needs to retreat, and White clearly has a strong initiative.","white","","","data_output/extracted_images/diagram_084_page_90.png","90","89","90"
"90","89","Petrosian - Jansa","1972","b5","b5","20... b5","20...b5 Black has two possible follow-ups: ...b5-b4 with a dark-square blockade, or (more likely) ...b5xc4 to leave White with a weak pawn. 21.Rdc1 The most natural reply. 21...Nf6= Prophylaxis against cxb5, which would now run into ...Rxc3 followed by ...Nd5.","black","","","data_output/extracted_images/diagram_085_page_90.png","90","90","91"
"92","91","Spassky - Fischer","1972","Qa5","Qa5!","6... Qa5!","6...Qa5! A standard move, available in many similar positions. 6...dxc5? 7.Qxd8+ Kxd8 8.e5+- is horrible for Black. The king is vulnerable on d8, the g7-bishop is passive, and White can swiftly attack the f7- and c7-squares. 7.Bd3 7.cxd6?! Nxe4³ is good for Black. 7...Qxc5 Black keeps the pawn on d6, reaching a reasonable version of a Dragon structure.","black","","","data_output/extracted_images/diagram_086_page_92.png","92","92","92"
"92","92","Karpov - Browne","1972","Na5","Na5!","15. Na5!","15.Na5! Attacking the b7-pawn, which can’t move. 15...Rab8² Before Black can get rid of the irritating knight, White has a couple of moves in which to create an initiative.","white","","","data_output/extracted_images/diagram_087_page_94.png","94","92","94"
"94","94","Evans - Karpov","1972","Nge7","Nge7","8... Nge7","8...Nge7 A knight on f6 could be pinned, and would also block the f-pawn. 8...f5?! argues that the knight is better on f6, but the queenside is too exposed for Black to have realistic chances for a","black","","","data_output/extracted_images/diagram_088_page_94.png","94","94","94"
"95","95","Kasparov - Vasilchenko","1973","Nf7","Nf7","8... Nf7","8...Nf7 Avoiding Bxh6. Developing the knight with ...Nh6-f7 is common when the c1-bishop is blocked (as was the case with the knight on d2 in this game), but sometimes it’s okay to allow Bxh6 leading to a damaged pawn structure after ...gxh6. However, the present position is not one of those cases, as the earlier exchange on c6 would make it easier for White’s knights to exploit Black’s structural weaknesses after ...gxh6. The exercise ends there, but it is worth noting after the text move that Black should not be in a hurry to exchange on e5, which would allow dxe5 and Nbd4. Instead, Black should simply develop with ...Qd7 and ...0-0-0 before planning his next move.","black","","","data_output/extracted_images/diagram_089_page_95.png","95","95","95"
"95","96","Rashkovsky - Tal","1973","c5","c5","13... c5","13...c5 No exclamation mark - it’s a move that must be played. Black intends to fight for the c4- square with ...Rc8 and ...c5xd4. 13...Bxh6?! 14.Qxh6 c5 makes it easier for White to attack: 15.e5+/- The threat is Ne2-f4-h5.","black","","","data_output/extracted_images/diagram_090_page_96.png","96","95","96"
"96","97","Tal - Szabo","1973","dxc5","dxc5!","8. dxc5!","8.dxc5! dxc5 8...Bxc3+ 9.bxc3 dxc5 10.c4+/- An eventual mate on g7 would not be a surprise. 9.e5!+/-","white","","","data_output/extracted_images/diagram_091_page_96.png","96","96","96"
"97","98","Karpov - Spassky","1974","a4","a4!","11. a4!","11.a4! Securing the outpost on b5. Black gets a square on b4 for the knight, but it will not be able to stay there forever. Karpov eventually played c2-c3 on his 26th move. Black’s knight had to retreat to a6, where it was out of play, after which a sudden kingside attack decided matters in White’s favour. However, for now White is content to gain space and restrict Black’s play. A move like 11.Kh1?! allows 11...a4 12.Nd4 a3 when White’s queenside is weakened. 11.a3 a4 12.Nd4 Nxd4 13.Bxd4 Bc6= 11...Nb4 12.Bf3 Bc6 13.Nd4 g6 14.Rf2 e5 15.Nxc6 bxc6 16.fxe5 dxe5 Black has defended against any e4-e5 ideas, but instead White gets the c4-square, which Karpov highlights with his next move. 17.Qf1! White went on to score a masterful victory.","white","","","data_output/extracted_images/diagram_092_page_97.png","97","97","97"
